,DisplayName,Year,Genre,Location,Sales
25580,"Boktai: The Sun is in Your Hand, GBA",2003.0,Role-Playing,EU_Sales,0.04
25581,"Cars: Mater-National Championship, X360",2007.0,Racing,EU_Sales,0.0
25582,"Making History: The Great War, Wii",2010.0,Strategy,EU_Sales,0.0
25583,"Drawn to Life Collection, DS",2010.0,Misc,EU_Sales,0.0
25584,"Guilty Gear X2 #Reload, XB",2004.0,Fighting,EU_Sales,0.03
25585,"Wizardry VII: Gadeia no Houshu, PS",1995.0,Role-Playing,EU_Sales,0.0
25586,"Dynasty Warriors 8: Xtreme Legends, PSV",2013.0,Action,EU_Sales,0.03
25587,"Moshi Monsters: Katsuma Unleashed, DS",2013.0,Action,EU_Sales,0.13
25588,"Elf: The Movie, GBA",2004.0,Action,EU_Sales,0.04
25589,"Metal Slug 7, DS",2008.0,Shooter,EU_Sales,0.0
25590,"MLB SlugFest 20-03, GC",2002.0,Sports,EU_Sales,0.03
25591,"Tamagotchi no Appare! Niji Venture, DS",2007.0,Role-Playing,EU_Sales,0.0
25592,"Grabbed by the Ghoulies, XB",2003.0,Action,EU_Sales,0.03
25593,"Ys: The Oath in Felghana, PSP",2010.0,Role-Playing,EU_Sales,0.0
25594,"Shadow Hearts: From The New World, PS2",2005.0,Role-Playing,EU_Sales,0.06
25595,"Mega Man Powered Up, PSP",2006.0,Platform,EU_Sales,0.01
25596,"CSI: 3 Dimensions of Murder, PS2",2007.0,Adventure,EU_Sales,0.06
25597,"Barbarian, PS2",2002.0,Fighting,EU_Sales,0.06
25598,"QuickSpot, DS",2006.0,Misc,EU_Sales,0.0
25599,"Deception IV: Blood Ties, PSV",2014.0,Action,EU_Sales,0.03
25600,"Tennis no Oji-Sama: Aim at The Victory!, GBA",2002.0,Sports,EU_Sales,0.0
25601,"L.A. Rush, XB",2005.0,Racing,EU_Sales,0.03
25602,"Lunar 2: Eternal Blue(sales, but wrong system), GEN",1994.0,Role-Playing,EU_Sales,0.0
25603,"Where the Wild Things Are, DS",2009.0,Platform,EU_Sales,0.0
25604,"Pipe Dreams 3D, PS",2001.0,Puzzle,EU_Sales,0.05
25605,"Derby Stallion Gold, 3DS",2014.0,Sports,EU_Sales,0.0
25606,"Adventure Time: Explore the Dungeon Because I Don't Know!, 3DS",2013.0,Action,EU_Sales,0.03
25607,"Lost Dimension, PSV",2014.0,Role-Playing,EU_Sales,0.03
25608,"Fox Sports Golf '99, PS",1997.0,Sports,EU_Sales,0.05
25609,"Jurassic: The Hunted, PS2",2009.0,Shooter,EU_Sales,0.06
25610,"Power Rangers: Super Legends, PS2",2007.0,Action,EU_Sales,0.06
25611,"Sakura Wars GB, GB",2000.0,Adventure,EU_Sales,0.0
25612,"Shining Force CD, SCD",1994.0,Strategy,EU_Sales,0.0
25613,"Rayman 3, GBA",2003.0,Platform,EU_Sales,0.04
25614,"Fatal Frame, PS2",2001.0,Action,EU_Sales,0.06
25615,"The Fifth Element, PS",1998.0,Action,EU_Sales,0.05
25616,"Kung Fu Panda 2, Wii",2011.0,Action,EU_Sales,0.05
25617,"Fast Food Panic, DS",2010.0,Simulation,EU_Sales,0.0
25618,"Diner Dash: Flo on the Go, DS",2009.0,Puzzle,EU_Sales,0.0
25619,"Adrenalin Misfits, X360",2010.0,Racing,EU_Sales,0.02
25620,"Okaeri! Chibi-Robo! Happy Richie Oosouji, DS",2009.0,Adventure,EU_Sales,0.0
25621,"Wild ARMs 4, PS2",2005.0,Role-Playing,EU_Sales,0.06
25622,"Haunted House, Wii",2010.0,Action,EU_Sales,0.0
25623,"Ratatouille, GC",2007.0,Action,EU_Sales,0.03
25624,"G.I. Joe: The Rise of Cobra, PS2",2009.0,Action,EU_Sales,0.0
25625,"Casper: Spirit Dimensions, PS2",2001.0,Platform,EU_Sales,0.05
25626,"Super Robot Taisen OG Saga: Endless Frontier (JP sales), DS",2008.0,Role-Playing,EU_Sales,0.0
25627,"Sengoku Musou 3 Empires, PS3",2011.0,Action,EU_Sales,0.0
25628,"Dream Pinball 3D, Wii",2008.0,Misc,EU_Sales,0.03
25629,"Thunder Truck Rally, PS",1997.0,Racing,EU_Sales,0.05
25630,"Dishonored, XOne",2015.0,Action,EU_Sales,0.05
25631,"Klonoa: Empire of Dreams, GBA",2001.0,Platform,EU_Sales,0.04
25632,"G.I. Joe: The Rise of Cobra, PSP",2009.0,Action,EU_Sales,0.02
25633,"Dragon Age: Origins - Ultimate Edition, PC",2010.0,Role-Playing,EU_Sales,0.12
25634,"Balloon Pop, DS",2009.0,Puzzle,EU_Sales,0.0
25635,"Disney Infinity 2.0: Marvel Super Heroes, PSV",2015.0,Action,EU_Sales,0.11
25636,"Iron & Blood, PS",1996.0,Fighting,EU_Sales,0.05
25637,"Asphalt: Urban GT 2, DS",2006.0,Racing,EU_Sales,0.04
25638,"Pinball Hall of Fame: The Gottlieb Collection, Wii",2006.0,Misc,EU_Sales,0.0
25639,"Second Sight, PS2",2004.0,Adventure,EU_Sales,0.05
25640,"Spider-Man: Edge of Time, DS",2011.0,Action,EU_Sales,0.01
25641,"Monster House, PS2",2006.0,Adventure,EU_Sales,0.05
25642,"Phantom Brave, PS2",2004.0,Role-Playing,EU_Sales,0.05
25643,"Just Cause, X360",2006.0,Action,EU_Sales,0.03
25644,"ArmA II, PC",2009.0,Shooter,EU_Sales,0.12
25645,"Championship Motocross 2001 featuring Ricky Carmichael, PS",2001.0,Racing,EU_Sales,0.05
25646,"Kenka Banchou 5: Otoko no Housoku, PSP",2011.0,Action,EU_Sales,0.0
25647,"Legend of the Guardians: The Owls of Ga'Hoole, DS",2010.0,Action,EU_Sales,0.02
25648,"Doshin the Giant, GC",2002.0,Simulation,EU_Sales,0.0
25649,"Shrek 2 and Shark Tale 2-in-1 Pack, GBA",2005.0,Misc,EU_Sales,0.04
25650,"Star Ocean: Blue Sphere, GB",2001.0,Role-Playing,EU_Sales,0.0
25651,"Mojo!, PS2",2003.0,Puzzle,EU_Sales,0.05
25652,"Destroy All Humans! Big Willy Unleashed, Wii",2008.0,Action,EU_Sales,0.0
25653,"Age of Empires: Collector's Edition, PC",2000.0,Strategy,EU_Sales,0.1
25654,"Ford Racing Off Road, PSP",2008.0,Racing,EU_Sales,0.08
25655,"Kamen Rider Ryuki, PS",2002.0,Action,EU_Sales,0.0
25656,"Front Mission Alternative, PS",1997.0,Strategy,EU_Sales,0.0
25657,"World Championship Poker: Howard Lederer - All In, PSP",2006.0,Misc,EU_Sales,0.0
25658,"FIFA Soccer 2005, GC",2004.0,Sports,EU_Sales,0.03
25659,"Cave Story 3D, 3DS",2011.0,Platform,EU_Sales,0.03
25660,"The Orange Box, PC",2007.0,Shooter,EU_Sales,0.11
25661,"Super Dodgeball Brawlers, DS",2008.0,Sports,EU_Sales,0.0
25662,"Victorious Boxers: Revolution, Wii",2007.0,Fighting,EU_Sales,0.0
25663,"Record of Agarest War 2, PS3",2010.0,Role-Playing,EU_Sales,0.0
25664,"SBK 2011: FIM Superbike World Championship, PS3",2011.0,Racing,EU_Sales,0.1
25665,"Power Stone, DC",1998.0,Fighting,EU_Sales,0.0
25666,"Jonny Moseley Mad Trix, PS2",2001.0,Sports,EU_Sales,0.05
25667,"Monster Lab, DS",2008.0,Role-Playing,EU_Sales,0.01
25668,"Uta no * Prince-Sama: Repeat, PSP",2011.0,Adventure,EU_Sales,0.0
25669,"Senran Kagura Burst: Guren no Sh?jo-tachi, 3DS",2012.0,Action,EU_Sales,0.0
25670,"MTV Music Generator 3: This Is the Remix, PS2",2004.0,Misc,EU_Sales,0.05
25671,"Cake Mania 3, DS",2009.0,Simulation,EU_Sales,0.0
25672,".hack//Link, PSP",2010.0,Role-Playing,EU_Sales,0.0
25673,"Terminator 3: Rise of the Machines, XB",2003.0,Action,EU_Sales,0.03
25674,"Star Wars: Knights of the Old Republic, PC",2003.0,Role-Playing,EU_Sales,0.1
25675,"SSX On Tour, XB",2005.0,Sports,EU_Sales,0.03
25676,"NCAA College Basketball 2K3, XB",2002.0,Sports,EU_Sales,0.03
25677,"Class of Heroes, PSP",2008.0,Role-Playing,EU_Sales,0.0
25678,"Yogi Bear: The Video Game, DS",2010.0,Action,EU_Sales,0.03
25680,"The Legend of Heroes II: Prophecy of the Moonlight Witch, PSP",2004.0,Role-Playing,EU_Sales,0.0
25681,"Cranium Kabookii, Wii",2007.0,Misc,EU_Sales,0.0
25682,"Hero's Saga Laevatein Tactics, DS",2008.0,Role-Playing,EU_Sales,0.0
25683,"Doom, GBA",2001.0,Shooter,EU_Sales,0.04
25684,"Gundam Breaker 2, PS3",2014.0,Action,EU_Sales,0.0
25685,"TRINITY: Souls of Zill O'll, PS3",2010.0,Role-Playing,EU_Sales,0.03
25686,"Mary-Kate and Ashley: Winners Circle, PS",2001.0,Action,EU_Sales,0.05
25687,"PaRappa The Rapper 2, PS2",2001.0,Misc,EU_Sales,0.05
25688,"Hexyz Force, PSP",2009.0,Role-Playing,EU_Sales,0.0
25689,"OutRun 2, XB",2004.0,Racing,EU_Sales,0.03
25690,"Okami, PS3",2012.0,Action,EU_Sales,0.0
25691,"Marvel vs. Capcom 2: New Age of Heroes, DC",2000.0,Fighting,EU_Sales,0.0
25692,"Hitman: Blood Money, XB",2006.0,Action,EU_Sales,0.03
25693,"Soukaigi, PS",1998.0,Role-Playing,EU_Sales,0.0
25694,"Naruto Shippuden: Ninja Destiny 3, DS",2006.0,Fighting,EU_Sales,0.01
25695,"Xevious 3D/G+, PS",1997.0,Shooter,EU_Sales,0.01
25696,"Pipe Mania, PS2",2008.0,Puzzle,EU_Sales,0.05
25697,"Gretzky NHL 06, PSP",2005.0,Sports,EU_Sales,0.0
25698,"Shonen Jump's Shaman King: Master of Spirits, GBA",2004.0,Role-Playing,EU_Sales,0.04
25699,"PANGYA: Fantasy Golf, PSP",2009.0,Sports,EU_Sales,0.0
25700,"NFL Blitz 20-03, XB",2002.0,Sports,EU_Sales,0.03
25701,"Sumikko Gurashi: Omise Hajimerundesu, 3DS",2015.0,Action,EU_Sales,0.0
25702,"Pirates: The Legend of Black Kat, PS2",2002.0,Adventure,EU_Sales,0.05
25703,"Fur Fighters: Viggo's Revenge, PS2",2001.0,Action,EU_Sales,0.05
25705,"Yu-Gi-Oh! Monster Capture GB, GB",2000.0,Role-Playing,EU_Sales,0.0
25706,"Risen, PC",2009.0,Role-Playing,EU_Sales,0.11
25707,"Top Spin 3, DS",2008.0,Action,EU_Sales,0.02
25708,"Zapper: One Wicked Cricket!, GBA",2002.0,Platform,EU_Sales,0.04
25709,"The Da Vinci Code, PS2",2006.0,Action,EU_Sales,0.05
25710,"Watch Dogs, WiiU",2014.0,Action,EU_Sales,0.05
25711,"Mr. Driller: Drill Spirits, DS",2004.0,Puzzle,EU_Sales,0.0
25712,"Arctic Tale, DS",2007.0,Adventure,EU_Sales,0.0
25713,"Scooby-Doo! Night of 100 Frights, XB",2003.0,Platform,EU_Sales,0.03
25714,"MX vs. ATV Reflex, DS",2009.0,Racing,EU_Sales,0.0
25715,"Anno 1701: Dawn of Discovery, DS",2007.0,Simulation,EU_Sales,0.06
25716,"Chicken Shoot, DS",2007.0,Action,EU_Sales,0.0
25717,"Dead to Rights, GC",2002.0,Shooter,EU_Sales,0.03
25718,"Sphinx and the Cursed Mummy, GC",2003.0,Action,EU_Sales,0.03
25719,"Cabela's Outdoor Adventures (2009), PS2",2009.0,Sports,EU_Sales,0.05
25720,"T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy, PS",1998.0,Adventure,EU_Sales,0.05
25721,"Naruto RPG 2: Chidori vs Rasengan, DS",2005.0,Role-Playing,EU_Sales,0.0
25722,"Destruction Derby Raw, PS",2000.0,Racing,EU_Sales,0.05
25723,"Project V6, PS",1998.0,Strategy,EU_Sales,0.0
25724,"Farming Simulator 2012, 3DS",2012.0,Action,EU_Sales,0.12
25725,"NFL Head Coach 09, PS3",2008.0,Sports,EU_Sales,0.0
25726,"World Tour Soccer 2003, PS2",2002.0,Sports,EU_Sales,0.05
25727,"Akiba's Trip, PSP",2011.0,Adventure,EU_Sales,0.0
25728,"Bravo Air Race, PS",1997.0,Racing,EU_Sales,0.05
25729,"Onimusha Essentials, PS2",2008.0,Action,EU_Sales,0.05
25730,"Blazing Angels 2: Secret Missions of WWII, X360",2007.0,Simulation,EU_Sales,0.02
25731,"Gundam: The Battle Master, PS",1997.0,Fighting,EU_Sales,0.0
25732,"Spyro: A Hero's Tail, XB",2004.0,Platform,EU_Sales,0.03
25733,"¡Shin Chan Flipa en colores!, DS",2007.0,Platform,EU_Sales,0.0
25734,"Just Cause 3, PC",2015.0,Action,EU_Sales,0.11
25735,"Eternal Poison, PS2",2008.0,Role-Playing,EU_Sales,0.05
25736,"Lord of the Rings: Tactics, PSP",2005.0,Strategy,EU_Sales,0.02
25737,"X-Blades, X360",2009.0,Action,EU_Sales,0.02
25738,"Gretzky NHL 06, PS2",2005.0,Sports,EU_Sales,0.05
25739,"Gungrave: Overdose, PS2",2004.0,Shooter,EU_Sales,0.05
25740,"Kidou Senshi Gundam: Shin Gihren no Yabou, PSP",2011.0,Strategy,EU_Sales,0.0
25741,"How to Train Your Dragon, X360",2010.0,Action,EU_Sales,0.02
25742,"Your Shape: Fitness Evolved 2013, WiiU",2012.0,Action,EU_Sales,0.07
25743,"My Fitness Coach: Club, PS3",2011.0,Sports,EU_Sales,0.1
25744,"NBA ShootOut 2002, PS",2001.0,Sports,EU_Sales,0.05
25745,"SingStar Vol. 3, PS3",2008.0,Misc,EU_Sales,0.11
25746,"The Granstream Saga, PS",1997.0,Role-Playing,EU_Sales,0.05
25747,"Scene It? Bright Lights! Big Screen!, Wii",2009.0,Misc,EU_Sales,0.0
25748,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?, PSP",2007.0,Role-Playing,EU_Sales,0.0
25750,"Micro Machines 64 Turbo, N64",1999.0,Racing,EU_Sales,0.03
25751,"Bassmasters 2000, N64",1999.0,Sports,EU_Sales,0.03
25752,"Baldur's Gate: Dark Alliance, GC",2002.0,Role-Playing,EU_Sales,0.03
25753,"Bio FREAKS, N64",1998.0,Action,EU_Sales,0.03
25754,"Eternal Eyes, PS",1999.0,Role-Playing,EU_Sales,0.05
25755,"Injustice: Gods Among Us, PSV",2013.0,Fighting,EU_Sales,0.01
25756,"Fate/Unlimited Codes, PS2",2008.0,Fighting,EU_Sales,0.0
25757,"Atari's Greatest Hits: Volume 1, DS",2010.0,Misc,EU_Sales,0.0
25758,"The Operative: No One Lives Forever, PS2",2002.0,Shooter,EU_Sales,0.05
25759,"International Cricket 2010, X360",2010.0,Sports,EU_Sales,0.12
25760,"Epidemic, PS",1995.0,Shooter,EU_Sales,0.01
25761,"Monster House, GC",2006.0,Adventure,EU_Sales,0.03
25762,"Dead or Alive 2, DC",2000.0,Fighting,EU_Sales,0.0
25763,"Buck Fever, Wii",2009.0,Sports,EU_Sales,0.0
25764,"NCAA Basketball Final Four 97, PS",1997.0,Sports,EU_Sales,0.05
25765,"Ecco the Dolphin: Defender of the Future, PS2",2002.0,Adventure,EU_Sales,0.05
25766,"Heroes over Europe, X360",2009.0,Simulation,EU_Sales,0.03
25767,"The Bombing Islands, PS",1997.0,Platform,EU_Sales,0.05
25768,"Earth Defense Force 2: Invaders from Planet Space, PSP",2011.0,Action,EU_Sales,0.0
25770,"Monster Jam, DS",2007.0,Racing,EU_Sales,0.0
25771,"Robots, DS",2005.0,Action,EU_Sales,0.01
25772,"Gyakuten Saiban 2, GBA",2002.0,Action,EU_Sales,0.0
25773,"Godzilla: Save the Earth, XB",2004.0,Fighting,EU_Sales,0.03
25774,"Skylanders Giants, 3DS",2012.0,Action,EU_Sales,0.01
25775,"Eragon, X360",2006.0,Action,EU_Sales,0.01
25776,"Micro Machines, PS2",2002.0,Racing,EU_Sales,0.05
25777,"Detective Barbie: The Mystery Cruise, PS",1999.0,Adventure,EU_Sales,0.05
25778,"Jim Henson's the Muppets: On With the Show!, GBA",2003.0,Action,EU_Sales,0.04
25779,"Desire, SAT",1997.0,Adventure,EU_Sales,0.0
25780,"Valhalla Knights: Eldar Saga, Wii",2009.0,Role-Playing,EU_Sales,0.01
25781,"Lips: I Love The 80s, X360",2010.0,Misc,EU_Sales,0.12
25782,"Monster Hunter Diary: Poka Poka Airou Village DX, 3DS",2015.0,Action,EU_Sales,0.0
25783,"Frank Thomas Big Hurt Baseball, PS",1996.0,Sports,EU_Sales,0.05
25784,"Tim Burton's The Nightmare Before Christmas: The Pumpkin King, GBA",2005.0,Platform,EU_Sales,0.04
25785,"Power Pro Kun Pocket 8, DS",2005.0,Sports,EU_Sales,0.0
25786,"Sid Meier's Pirates!, XB",2005.0,Strategy,EU_Sales,0.03
25787,"Enclave, XB",2002.0,Adventure,EU_Sales,0.03
25788,"Bottom of the 9th, PS",1996.0,Sports,EU_Sales,0.05
25789,"Pro Yaky? Spirits 2014, PS3",2014.0,Sports,EU_Sales,0.0
25790,"Dino Crisis 3, XB",2003.0,Action,EU_Sales,0.03
25791,"Syberia, DS",2008.0,Action,EU_Sales,0.02
25792,"Zoobles! Spring to Life!, DS",2011.0,Misc,EU_Sales,0.02
25793,"NFL Blitz 20-03, GC",2002.0,Sports,EU_Sales,0.03
25794,"The King of Fighters '94 (CD), NG",1993.0,Fighting,EU_Sales,0.0
25795,"The Walking Dead: Season Two, XOne",2014.0,Adventure,EU_Sales,0.05
25796,"Master Jin Jin's IQ Challenge, DS",2006.0,Misc,EU_Sales,0.0
25797,"The Darkness II, PC",2012.0,Shooter,EU_Sales,0.03
25798,"Create, X360",2010.0,Action,EU_Sales,0.03
25799,"Karaoke Revolution Glee: Volume 3, X360",2011.0,Misc,EU_Sales,0.0
25800,"Barbie Explorer, PS",2001.0,Platform,EU_Sales,0.05
25801,"Rango: The Video Game, Wii",2011.0,Action,EU_Sales,0.04
25802,"Disney's Chicken Little, XB",2005.0,Platform,EU_Sales,0.03
25803,"Power Gig: Rise of the SixString, PS3",2010.0,Misc,EU_Sales,0.0
25804,"Transformers: Prime, WiiU",2012.0,Action,EU_Sales,0.03
25805,"Agile Warrior F-111X, PS",1995.0,Simulation,EU_Sales,0.05
25806,"NCIS, X360",2011.0,Adventure,EU_Sales,0.03
25807,"Jikkyou Powerful Pro Yakyuu Wii, Wii",2007.0,Sports,EU_Sales,0.0
25808,"Reality Fighters, PSV",2012.0,Fighting,EU_Sales,0.06
25809,"Dynasty Warriors 7: Empires, PS3",2012.0,Action,EU_Sales,0.0
25810,"Cabela's African Safari, X360",2006.0,Sports,EU_Sales,0.0
25811,"Ben 10 Galactic Racing, DS",2011.0,Racing,EU_Sales,0.03
25812,"College Hoops 2K8, PS3",2007.0,Sports,EU_Sales,0.0
25813,"Super Puzzle Fighter II Turbo, PS",1996.0,Puzzle,EU_Sales,0.05
25814,"Ninjatown, DS",2008.0,Strategy,EU_Sales,0.0
25815,"Star Wars: Jedi Power Battles, GBA",2002.0,Action,EU_Sales,0.04
25816,"Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation, GC",2002.0,Fighting,EU_Sales,0.01
25817,"Hard Rock Casino, PSP",2007.0,Misc,EU_Sales,0.0
25818,"Space Venus starring Morning Musume, PS2",2001.0,Misc,EU_Sales,0.0
25819,"To Heart, PS",1999.0,Adventure,EU_Sales,0.0
25820,"Wild ARMs XF, PSP",2007.0,Role-Playing,EU_Sales,0.0
25821,"Doukyuusei, TG16",1995.0,Adventure,EU_Sales,0.0
25822,"RockMan & Forte, SNES",1998.0,Platform,EU_Sales,0.0
25823,"Persona 4: Arena Ultimax, PS3",2014.0,Fighting,EU_Sales,0.01
25824,"NBA 2K13, WiiU",2012.0,Sports,EU_Sales,0.04
25825,"Science Papa, Wii",2009.0,Misc,EU_Sales,0.01
25826,"Yu-Gi-Oh! Nightmare Troubadour (JP sales), DS",2005.0,Action,EU_Sales,0.04
25827,"MySims Collection, Wii",2010.0,Misc,EU_Sales,0.0
25828,"Cities: Skylines, PC",2015.0,Simulation,EU_Sales,0.13
25829,"Football Manager 2012, PSP",2011.0,Sports,EU_Sales,0.1
25830,"Ape Escape Academy (jp sales), PSP",2004.0,Misc,EU_Sales,0.0
25831,"FIFA 06 Soccer, GC",2005.0,Sports,EU_Sales,0.03
25832,"Rayman Arena, GC",2002.0,Racing,EU_Sales,0.03
25833,"PaRappa The Rapper, PSP",2006.0,Misc,EU_Sales,0.0
25834,"4x4 EVO 2, GC",2002.0,Racing,EU_Sales,0.03
25835,"X-Blades, PS3",2009.0,Action,EU_Sales,0.03
25836,"Pro Yakyuu Netsu Star 2006, PS2",2006.0,Sports,EU_Sales,0.0
25837,"The History Channel: Civil War - A Nation Divided, X360",2006.0,Shooter,EU_Sales,0.0
25838,"Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman, PSP",2010.0,Role-Playing,EU_Sales,0.0
25839,"Cyber Sled, PS",1995.0,Action,EU_Sales,0.0
25840,"Puyo Puyo!! 20th Anniversary, DS",2011.0,Puzzle,EU_Sales,0.0
25841,"Famista Returns, 3DS",2015.0,Sports,EU_Sales,0.0
25842,"Bust-A-Move Deluxe, PSP",2006.0,Puzzle,EU_Sales,0.0
25843,"I Spy: Universe, DS",2010.0,Puzzle,EU_Sales,0.0
25844,"Shining Soul, GBA",2002.0,Role-Playing,EU_Sales,0.01
25845,"Littlest Pet Shop: Spring, DS",2009.0,Simulation,EU_Sales,0.0
25846,"The Amazing Race, Wii",2010.0,Misc,EU_Sales,0.0
25847,"Alvin and the Chipmunks, DS",2007.0,Misc,EU_Sales,0.0
25848,"Far Cry: Primal, PC",2016.0,Action,EU_Sales,0.09
25850,"Need for Speed Underground 2, DS",2005.0,Racing,EU_Sales,0.02
25851,"Dead Rising 2, PC",2010.0,Action,EU_Sales,0.02
25852,"Let's Cheer, X360",2011.0,Misc,EU_Sales,0.0
25853,"Happy Feet, Wii",2006.0,Action,EU_Sales,0.0
25854,"In the Hunt, PS",1995.0,Shooter,EU_Sales,0.02
25855,"Daytona USA Championship Circuit Edition, SAT",1995.0,Racing,EU_Sales,0.0
25856,"Major League Baseball 2K8, Wii",2008.0,Sports,EU_Sales,0.0
25857,"Marvel vs. Capcom 2: New Age of Heroes, XB",2002.0,Fighting,EU_Sales,0.03
25858,"SNK vs. Capcom: The Match of the Millennium, PS2",2006.0,Fighting,EU_Sales,0.02
25859,"BlazBlue: Chrono Phantasma Extend, PS4",2015.0,Action,EU_Sales,0.03
25860,"Alone in the Dark: Inferno, PS3",2008.0,Adventure,EU_Sales,0.03
25861,"Rogue Warrior, PS3",2009.0,Shooter,EU_Sales,0.02
25862,"Singstar: Ultimate Party, PS3",2014.0,Misc,EU_Sales,0.12
25863,"The X-Factor, PS3",2010.0,Misc,EU_Sales,0.1
25864,"Fear Factor: Unleashed, GBA",2004.0,Action,EU_Sales,0.04
25865,"Avatar: The Last Airbender - The Burning Earth, X360",2007.0,Action,EU_Sales,0.01
25866,"Vampire Moon: The Mystery of the Hidden Sun, DS",2010.0,Adventure,EU_Sales,0.01
25867,"Paws & Claws: Pet Vet 2, DS",2007.0,Simulation,EU_Sales,0.0
25868,"G.I. Joe: The Rise of Cobra, DS",2009.0,Action,EU_Sales,0.01
25869,"Football Manager 2014, PSV",2013.0,Sports,EU_Sales,0.1
25870,"BIT.TRIP SAGA, 3DS",2011.0,Misc,EU_Sales,0.04
25871,"Touch My Katamari, PSV",2011.0,Puzzle,EU_Sales,0.04
25872,"MotoGP '06, X360",2006.0,Racing,EU_Sales,0.01
25873,"Houshinengi, PS",1998.0,Strategy,EU_Sales,0.0
25874,"7th Dragon, DS",2009.0,Role-Playing,EU_Sales,0.0
25875,"Pet Pals: Animal Doctor, Wii",2008.0,Simulation,EU_Sales,0.0
25876,"LEGO Island Xtreme Stunts, GBA",2002.0,Racing,EU_Sales,0.04
25877,"Cruise Ship Vacation Games, Wii",2009.0,Puzzle,EU_Sales,0.0
25878,"Yu-Gi-Oh! GX: Tag Force, PSP",2006.0,Strategy,EU_Sales,0.03
25879,"Gourmet Chef: Cook Your Way to Fame, DS",2008.0,Misc,EU_Sales,0.0
25880,"Learn Math, DS",2009.0,Puzzle,EU_Sales,0.0
25881,"Nitrobike, Wii",2008.0,Racing,EU_Sales,0.01
25882,"Magnetica, DS",2006.0,Puzzle,EU_Sales,0.01
25883,"World Soccer Winning Eleven 9 Bonus Pack, PS2",2006.0,Sports,EU_Sales,0.0
25884,"UEFA Euro 2004: Portugal, PS2",2004.0,Sports,EU_Sales,0.05
25885,"Hot Wheels: World Race, GBA",2003.0,Racing,EU_Sales,0.04
25886,"MLB 14: The Show, PSV",2014.0,Sports,EU_Sales,0.0
25887,"Dragon Age Origins: Awakening, PC",2010.0,Role-Playing,EU_Sales,0.1
25888,"Scene It? Bright Lights! Big Screen!, X360",2009.0,Misc,EU_Sales,0.0
25889,"NBA Jam, XB",2003.0,Sports,EU_Sales,0.03
25890,"Shining Resonance, PS3",2014.0,Role-Playing,EU_Sales,0.0
25891,"World Tour Soccer 2002, PS2",2001.0,Sports,EU_Sales,0.05
25892,"Interactive Sampler Disc 6, PS",1997.0,Misc,EU_Sales,0.05
25893,"Let's Play Ballerina, DS",2010.0,Sports,EU_Sales,0.0
25894,"Wild Earth: African Safari, Wii",2008.0,Simulation,EU_Sales,0.02
25895,"Apex, XB",2003.0,Racing,EU_Sales,0.03
25896,"Kamen Rider Battle: Ganbaride, DS",2010.0,Strategy,EU_Sales,0.0
25897,"Tomb Raider: The Prophecy, GBA",2002.0,Action,EU_Sales,0.04
25898,"Vampire Night, PS2",2001.0,Shooter,EU_Sales,0.05
25899,"Kororinpa: Marble Mania, Wii",2006.0,Puzzle,EU_Sales,0.02
25900,"Open Season, DS",2006.0,Platform,EU_Sales,0.0
25901,"Guilty Gear, PS",1998.0,Fighting,EU_Sales,0.02
25902,"Battlefield: Hardline, PC",2015.0,Shooter,EU_Sales,0.13
25903,"Game Party: Champions, WiiU",2012.0,Action,EU_Sales,0.03
25904,"Divinity II: The Dragon Knight Saga, X360",2010.0,Role-Playing,EU_Sales,0.02
25905,"World Championship Poker 2: Featuring Howard Lederer, PSP",2005.0,Misc,EU_Sales,0.0
25906,"Mary-Kate and Ashley: Crush Course, PS",2001.0,Action,EU_Sales,0.05
25907,"NHL Breakaway 98, PS",1996.0,Sports,EU_Sales,0.05
25909,"Top Shot Arcade, Wii",2011.0,Shooter,EU_Sales,0.0
25910,"Imagine: Fashion Stylist, DS",2010.0,Simulation,EU_Sales,0.0
25911,"Pro Evolution Soccer 2015, XOne",2014.0,Sports,EU_Sales,0.1
25912,"Red Orchestra 2: Heroes of Stalingrad, PC",2011.0,Shooter,EU_Sales,0.07
25913,"Tiger Woods PGA Tour 2005, GC",2004.0,Sports,EU_Sales,0.03
25914,"Deepak Chopra's Leela, Wii",2011.0,Misc,EU_Sales,0.01
25915,"Tom Clancy's Ghost Recon, Wii",2010.0,Shooter,EU_Sales,0.01
25916,"007: Quantum of Solace, DS",2008.0,Action,EU_Sales,0.01
25917,"Salt Lake 2002, PS2",2002.0,Sports,EU_Sales,0.05
25918,"ESPN MLB Baseball, XB",2004.0,Sports,EU_Sales,0.03
25919,"NCIS, Wii",2011.0,Adventure,EU_Sales,0.04
25920,"Little League World Series Baseball 2009, DS",2009.0,Sports,EU_Sales,0.0
25921,"Gladius, XB",2003.0,Strategy,EU_Sales,0.03
25922,"Legends of Wrestling, XB",2002.0,Fighting,EU_Sales,0.03
25923,"Queen's Gate: Spiral Chaos, PSP",2011.0,Role-Playing,EU_Sales,0.0
25924,"Nayuta no Kiseki, PSP",2012.0,Action,EU_Sales,0.0
25925,"Back At The Barnyard: Slop Bucket Games, DS",2008.0,Sports,EU_Sales,0.0
